year,marathon,country,finishers,meantime
2006,Whiskey Row Marathon,US,119,286.91763
2007,Whiskey Row Marathon,US,107,275.20297
2009,WhistleStop Marathon,US,887,248.87704
2000,WhistleStop Marathon,US,848,240.92067
2010,WhistleStop Marathon,US,682,250.07933
2007,WhistleStop Marathon,US,667,247.32956
2006,WhistleStop Marathon,US,608,247.57349
2005,WhistleStop Marathon,US,587,243.10767
2011,WhistleStop Marathon,US,477,250.36507
2012,WhistleStop Marathon,US,448,253.88225
2004,WhistleStop Marathon,US,439,243.66785
2003,WhistleStop Marathon,US,430,251.16942
2002,WhistleStop Marathon,US,413,239.09552
2013,WhistleStop Marathon,US,409,270.37131
2001,WhistleStop Marathon,US,395,244.32233
2010,Whitby International North Marathon,Canada,104,252.07581
2012,Whitby International North Marathon,Canada,86,250.49341
2011,Whitby International North Marathon,Canada,84,245.46666
2013,Whitby International North Marathon,Canada,70,249.14453
2013,White Continent Marathon,US,44,335.26819
2003,White Mountain Trail Marathon,US,30,346.375
2004,White Mountain Trail Marathon,US,29,399.35229
2002,White Mountain Trail Marathon,US,8,387.28125
2011,White Peak Marathon,England,198,243.60068
2010,White Peak Marathon,England,189,268.78836
2012,White Peak Marathon,England,180,239.41658
2013,White Peak Marathon,England,178,239.36386
2006,White River 50 Mile,US,124,614.50403
2013,White River Marathon for Kenya,US,229,268.78049
2012,White River Marathon for Kenya,US,156,266.96036
2011,White River Marathon for Kenya,US,155,274.80731
2010,White River Marathon for Kenya,US,79,269.97763
2009,White River Marathon for Kenya,US,59,297.02203
2005,White River Marathon for Kenya,US,58,269.04398
2007,White River Marathon for Kenya,US,58,275.35605
2008,White River Marathon for Kenya,US,52,284.13589
2004,White River Marathon for Kenya,US,48,277.68124
2006,White River Marathon for Kenya,US,44,249.86667
2009,White Tail Trail Marathon,US,64,332.90521
2010,White Tail Trail Marathon,US,37,277.16711
2013,Whitefish Point Marathon,US,20,274.93417
2000,Wichita Marathon,US,816,255.33856
2005,Wichita Marathon,US,400,260.78491
2004,Wichita Marathon,US,379,256.57181
2003,Wichita Marathon,US,366,263.74973
2002,Wichita Marathon,US,334,252.71936
2006,Wichita Marathon,US,324,253.23894
2001,Wichita Marathon,US,323,259.76993
2008,Wichita Marathon,US,271,251.68942
2007,Wichita Marathon,US,269,256.48718
2009,Wichita Marathon,US,244,246.41133
2010,Wickham Park Marathon,US,80,375.43124
2011,Wickham Park Marathon,US,57,385.02573
2013,Wickham Park Marathon,US,45,363.09741
2012,Wickham Park Marathon,US,44,352.28143
2009,Wickham Park Marathon,US,31,354.10538
2007,Wickham Park Marathon,US,30,313.34888
2005,Wickham Park Marathon,US,27,360.13766
2008,Wickham Park Marathon,US,27,330.91666
2000,Wickham Park Marathon,US,22,361.25153
2004,Wickham Park Marathon,US,17,376.91568
2001,Wickham Park Marathon,US,15,330.89999
2003,Wickham Park Marathon,US,15,396.84445
2006,Wickham Park Marathon,US,13,371.68076
2002,Wickham Park Marathon,US,6,353.56668
2000,Wild Wild West Marathon,US,250,327.36801
2001,Wild Wild West Marathon,US,126,334.02448
2002,Wild Wild West Marathon,US,86,320.42557
2009,Wild Wild West Marathon,US,77,367.74741
2011,Wild Wild West Marathon,US,67,411.45996
2003,Wild Wild West Marathon,US,65,354.88257
2008,Wild Wild West Marathon,US,63,378.25742
2006,Wild Wild West Marathon,US,60,367.64389
2007,Wild Wild West Marathon,US,58,348.26151
2010,Wild Wild West Marathon,US,52,361.57083
2004,Wild Wild West Marathon,US,48,340.16077
2013,Wild Wild West Marathon,US,47,395.52377
2012,Wild Wild West Marathon,US,38,348.43466
2013,Wildwood Marathon,US,92,307.18042
2010,Windermere Marathon,New Zealand,1201,259.02734
2012,Windermere Marathon,New Zealand,1115,259.81302
2013,Windermere Marathon,New Zealand,1075,260.59372
2011,Windermere Marathon,New Zealand,1034,253.58098
2009,Windermere Marathon,New Zealand,982,251.06651
2007,Windermere Marathon,New Zealand,912,252.89204
2013,Wineglass Marathon,US,1682,264.09705
2012,Wineglass Marathon,US,1584,253.4604
2010,Wineglass Marathon,US,1486,246.93571
2011,Wineglass Marathon,US,1451,252.11557
2009,Wineglass Marathon,US,783,249.32582
2002,Wineglass Marathon,US,721,243.86835
2003,Wineglass Marathon,US,699,242.0191
2001,Wineglass Marathon,US,652,240.39842
2006,Wineglass Marathon,US,606,251.01364
2000,Wineglass Marathon,US,576,245.96458
2008,Wineglass Marathon,US,551,244.71483
2004,Wineglass Marathon,US,547,246.09689
2005,Wineglass Marathon,US,535,256.10736
2007,Wineglass Marathon,US,420,251.05948
2013,Winona Lake Trail Marathon,US,14,287.81787
2013,Winter Trail Marathon,US,74,315.65451
2013,Winthrop Road Marathon,US,103,260.95193
2011,Winthrop Road Marathon,US,101,259.21338
2010,Winthrop Road Marathon,US,98,260.11853
2012,Winthrop Road Marathon,US,89,267.19006
2010,Wisconsin Dells Marathon & Half Marathon,US,279,272.9006
2011,Wisconsin Dells Marathon & Half Marathon,US,155,265.54956
2012,Wisconsin Dells Marathon & Half Marathon,US,130,257.3295
2013,Wisconsin Dells Marathon & Half Marathon,US,107,258.51028
2013,Wisconsin Marathon,US,902,258.00443
2012,Wisconsin Marathon,US,839,256.36829
2011,Wisconsin Marathon,US,713,259.46463
2010,Wisconsin Marathon,US,650,256.03778
2009,Wisconsin Marathon,US,531,259.5787
2011,Wishbone Run Marathon,US,67,319.92413
2011,Wolverhampton City Marathon,England,312,246.7867
2009,Wolverhampton City Marathon,England,300,240.37216
2008,Wolverhampton City Marathon,England,293,242.94624
2010,Wolverhampton City Marathon,England,289,245.78154
2013,Wolverhampton City Marathon,England,274,250.73851
2012,Wolverhampton City Marathon,England,258,254.62338
2007,Wolverhampton City Marathon,England,238,241.7243
2006,Wolverhampton City Marathon,England,218,251.75627
2005,Wolverhampton City Marathon,England,194,252.13454
2012,Women Rock Marathon,US,238,282.52081
2005,Woodside Sequoia Trail Marathon,US,17,299.76569
2006,Woodside Sequoia Trail Marathon,US,10,311.24832
2011,Woolley Marathon,US,46,297
2012,Woolley Marathon,US,41,279.22278
2010,Woolley Marathon,US,5,240.71333
2012,World Alzheimer's Day Run for Heroes Marathon,US,229,251.35146
2013,World Alzheimer's Day Run for Heroes Marathon,US,194,247.72818
2011,World Alzheimer's Day Run for Heroes Marathon,US,39,233.82649
2005,World Championships Men's Marathon 2005,Finland,61,140.2847
2009,World Championships Men's Marathon 2009,Germany,70,140.77643
2011,World Championships Men's Marathon 2011,South Korea,51,139.7196
2013,World Championships Men's Marathon 2013,South Korea,51,139.80948
